Comunidades y Ciudades Autónomas;Edad del trabajador;Sexo;Periodo;Total
Madrid, Comunidad de;55 y más años;Ambos sexos;2008;29.648,56
Madrid, Comunidad de;55 y más años;Mujeres;2021;26.323,63
Madrid, Comunidad de;55 y más años;Mujeres;2020;27.071,12
Madrid, Comunidad de;55 y más años;Mujeres;2019;25.878,98
Madrid, Comunidad de;55 y más años;Mujeres;2018;24.162,27
Madrid, Comunidad de;55 y más años;Mujeres;2017;24.625,23
Madrid, Comunidad de;55 y más años;Mujeres;2016;23.124,71
Madrid, Comunidad de;55 y más años;Mujeres;2015;23.014,35
Madrid, Comunidad de;55 y más años;Mujeres;2014;23.582,47
Madrid, Comunidad de;55 y más años;Mujeres;2013;23.248,57
Madrid, Comunidad de;55 y más años;Mujeres;2012;22.733,82
Madrid, Comunidad de;55 y más años;Mujeres;2011;22.566,5
Madrid, Comunidad de;55 y más años;Mujeres;2010;23.281,84
Madrid, Comunidad de;55 y más años;Mujeres;2009;23.401,42
Madrid, Comunidad de;55 y más años;Mujeres;2008;23.768,21
Madrid, Comunidad de;55 y más años;Hombres;2021;35.912,88
Madrid, Comunidad de;55 y más años;Hombres;2020;35.207,68
Madrid, Comunidad de;55 y más años;Hombres;2019;34.222,02
Madrid, Comunidad de;55 y más años;Hombres;2018;33.273,23
Madrid, Comunidad de;55 y más años;Hombres;2017;33.959,7
Madrid, Comunidad de;55 y más años;Hombres;2016;33.308,13
Madrid, Comunidad de;55 y más años;Hombres;2015;35.079,35
Madrid, Comunidad de;55 y más años;Hombres;2014;35.177,72
Madrid, Comunidad de;55 y más años;Hombres;2013;32.292,78
Madrid, Comunidad de;55 y más años;Hombres;2012;32.277,74
Madrid, Comunidad de;55 y más años;Hombres;2011;32.503,93
Madrid, Comunidad de;55 y más años;Hombres;2010;31.322,01
Madrid, Comunidad de;55 y más años;Hombres;2009;31.234,77
Madrid, Comunidad de;55 y más años;Hombres;2008;32.829,15
Murcia, Región de;Todas las edades;Ambos sexos;2021;23.281,39
Murcia, Región de;Todas las edades;Ambos sexos;2020;22.919,62
Murcia, Región de;Todas las edades;Ambos sexos;2019;22.123,99
Murcia, Región de;Todas las edades;Ambos sexos;2018;21.510,59
Murcia, Región de;Todas las edades;Ambos sexos;2017;21.309,22
Murcia, Región de;Todas las edades;Ambos sexos;2016;21.242,5
Murcia, Región de;Todas las edades;Ambos sexos;2015;20.928,98
Murcia, Región de;Todas las edades;Ambos sexos;2014;20.717,07
Murcia, Región de;Todas las edades;Ambos sexos;2013;20.449,83
Murcia, Región de;Todas las edades;Ambos sexos;2012;20.682,01
Murcia, Región de;Todas las edades;Ambos sexos;2011;21.077,49
Murcia, Región de;Todas las edades;Ambos sexos;2010;20.863,37
Murcia, Región de;Todas las edades;Ambos sexos;2009;20.430,4
Murcia, Región de;Todas las edades;Ambos sexos;2008;18.911,75
Murcia, Región de;Todas las edades;Mujeres;2021;20.189,83
Murcia, Región de;Todas las edades;Mujeres;2020;20.007,14
Murcia, Región de;Todas las edades;Mujeres;2019;19.431,25
Murcia, Región de;Todas las edades;Mujeres;2018;18.598,64
Murcia, Región de;Todas las edades;Mujeres;2017;18.048,37
Murcia, Región de;Todas las edades;Mujeres;2016;18.033,05
Murcia, Región de;Todas las edades;Mujeres;2015;17.540,27
Murcia, Región de;Todas las edades;Mujeres;2014;17.500,99
Murcia, Región de;Todas las edades;Mujeres;2013;16.957,29
Murcia, Región de;Todas las edades;Mujeres;2012;17.457,52
Murcia, Región de;Todas las edades;Mujeres;2011;18.053,61
Murcia, Región de;Todas las edades;Mujeres;2010;17.838,28
Murcia, Región de;Todas las edades;Mujeres;2009;17.384,95
Murcia, Región de;Todas las edades;Mujeres;2008;16.020,2
Murcia, Región de;Todas las edades;Hombres;2021;25.674,66
Murcia, Región de;Todas las edades;Hombres;2020;25.227,26
Murcia, Región de;Todas las edades;Hombres;2019;24.289,41
Murcia, Región de;Todas las edades;Hombres;2018;23.670,24
Murcia, Región de;Todas las edades;Hombres;2017;24.009,22
Murcia, Región de;Todas las edades;Hombres;2016;23.947,99
Murcia, Región de;Todas las edades;Hombres;2015;23.773,09
Murcia, Región de;Todas las edades;Hombres;2014;23.419,03
Murcia, Región de;Todas las edades;Hombres;2013;23.428,23
Murcia, Región de;Todas las edades;Hombres;2012;23.487,03
Murcia, Región de;Todas las edades;Hombres;2011;23.460,47
Murcia, Región de;Todas las edades;Hombres;2010;23.482,48
Murcia, Región de;Todas las edades;Hombres;2009;22.628,62
Murcia, Región de;Todas las edades;Hombres;2008;21.174,93
Murcia, Región de;Menos de 25 años;Ambos sexos;2021;-12.308,13
Murcia, Región de;Menos de 25 años;Ambos sexos;2020;-12.314,35
Murcia, Región de;Menos de 25 años;Ambos sexos;2019;-11.634,32
Murcia, Región de;Menos de 25 años;Ambos sexos;2018;-10.917,37
Murcia, Región de;Menos de 25 años;Ambos sexos;2017;-9.572,53
Murcia, Región de;Menos de 25 años;Ambos sexos;2016;-9.739,1
Murcia, Región de;Menos de 25 años;Ambos sexos;2015;-10.295,57
Murcia, Región de;Menos de 25 años;Ambos sexos;2014;-10.137,84
Murcia, Región de;Menos de 25 años;Ambos sexos;2013;-11.494,52
Murcia, Región de;Menos de 25 años;Ambos sexos;2012;-10.795,2
Murcia, Región de;Menos de 25 años;Ambos sexos;2011;-11.799,4
Murcia, Región de;Menos de 25 años;Ambos sexos;2010;-12.638,81
Murcia, Región de;Menos de 25 años;Ambos sexos;2009;-13.047,33
Murcia, Región de;Menos de 25 años;Ambos sexos;2008;12.663,66
Murcia, Región de;Menos de 25 años;Mujeres;2021;-10.032,5
Murcia, Región de;Menos de 25 años;Mujeres;2020;..
Murcia, Región de;Menos de 25 años;Mujeres;2019;-10.107,39
Murcia, Región de;Menos de 25 años;Mujeres;2018;..
Murcia, Región de;Menos de 25 años;Mujeres;2017;..
Murcia, Región de;Menos de 25 años;Mujeres;2016;..
Murcia, Región de;Menos de 25 años;Mujeres;2015;..
Murcia, Región de;Menos de 25 años;Mujeres;2014;..
Murcia, Región de;Menos de 25 años;Mujeres;2013;..
Murcia, Región de;Menos de 25 años;Mujeres;2012;..
Murcia, Región de;Menos de 25 años;Mujeres;2011;-10.272,22
Murcia, Región de;Menos de 25 años;Mujeres;2010;-11.490,19
Murcia, Región de;Menos de 25 años;Mujeres;2009;-11.484,69
Murcia, Región de;Menos de 25 años;Mujeres;2008;-10.932,88
Murcia, Región de;Menos de 25 años;Hombres;2021;-13.920,83
Murcia, Región de;Menos de 25 años;Hombres;2020;-13.573,15
Murcia, Región de;Menos de 25 años;Hombres;2019;-12.716,23
Murcia, Región de;Menos de 25 años;Hombres;2018;-12.397,04
Murcia, Región de;Menos de 25 años;Hombres;2017;-10.552,99
Murcia, Región de;Menos de 25 años;Hombres;2016;..
Murcia, Región de;Menos de 25 años;Hombres;2015;..
Murcia, Región de;Menos de 25 años;Hombres;2014;-11.214,9
Murcia, Región de;Menos de 25 años;Hombres;2013;-12.901,78
Murcia, Región de;Menos de 25 años;Hombres;2012;-12.033,44
Murcia, Región de;Menos de 25 años;Hombres;2011;-13.119,02
Murcia, Región de;Menos de 25 años;Hombres;2010;-13.805,98
Murcia, Región de;Menos de 25 años;Hombres;2009;-14.468,6
Murcia, Región de;Menos de 25 años;Hombres;2008;-14.177,52
Murcia, Región de;De 25 a 34 años;Ambos sexos;2021;18.143,98
Murcia, Región de;De 25 a 34 años;Ambos sexos;2020;17.612,17
Murcia, Región de;De 25 a 34 años;Ambos sexos;2019;17.001,94
Murcia, Región de;De 25 a 34 años;Ambos sexos;2018;16.334,9
Murcia, Región de;De 25 a 34 años;Ambos sexos;2017;16.315,32
Murcia, Región de;De 25 a 34 años;Ambos sexos;2016;15.359,34
Murcia, Región de;De 25 a 34 años;Ambos sexos;2015;16.076,98
Murcia, Región de;De 25 a 34 años;Ambos sexos;2014;17.282,66
Murcia, Región de;De 25 a 34 años;Ambos sexos;2013;16.659,77
Murcia, Región de;De 25 a 34 años;Ambos sexos;2012;16.879,53
Murcia, Región de;De 25 a 34 años;Ambos sexos;2011;17.447,14
Murcia, Región de;De 25 a 34 años;Ambos sexos;2010;18.323,02
Murcia, Región de;De 25 a 34 años;Ambos sexos;2009;18.204,31
Murcia, Región de;De 25 a 34 años;Ambos sexos;2008;17.379,82
Murcia, Región de;De 25 a 34 años;Mujeres;2021;16.014,34
Murcia, Región de;De 25 a 34 años;Mujeres;2020;15.848,37
Murcia, Región de;De 25 a 34 años;Mujeres;2019;15.144,26
Murcia, Región de;De 25 a 34 años;Mujeres;2018;14.403,61
Murcia, Región de;De 25 a 34 años;Mujeres;2017;14.413,82
Murcia, Región de;De 25 a 34 años;Mujeres;2016;13.653,01
Murcia, Región de;De 25 a 34 años;Mujeres;2015;13.838,92
Murcia, Región de;De 25 a 34 años;Mujeres;2014;15.742,21
Murcia, Región de;De 25 a 34 años;Mujeres;2013;14.575,76
Murcia, Región de;De 25 a 34 años;Mujeres;2012;15.510,14
Murcia, Región de;De 25 a 34 años;Mujeres;2011;15.749,18
Murcia, Región de;De 25 a 34 años;Mujeres;2010;16.763,23
Murcia, Región de;De 25 a 34 años;Mujeres;2009;16.545,71
Murcia, Región de;De 25 a 34 años;Mujeres;2008;15.483,49
Murcia, Región de;De 25 a 34 años;Hombres;2021;20.000,44
Murcia, Región de;De 25 a 34 años;Hombres;2020;19.438,39
Murcia, Región de;De 25 a 34 años;Hombres;2019;18.845,29
Murcia, Región de;De 25 a 34 años;Hombres;2018;18.019,78
Murcia, Región de;De 25 a 34 años;Hombres;2017;17.994,85
Murcia, Región de;De 25 a 34 años;Hombres;2016;16.766,22
Murcia, Región de;De 25 a 34 años;Hombres;2015;18.171,51
Murcia, Región de;De 25 a 34 años;Hombres;2014;18.826,99
Murcia, Región de;De 25 a 34 años;Hombres;2013;18.863,36
Murcia, Región de;De 25 a 34 años;Hombres;2012;18.488,47
Murcia, Región de;De 25 a 34 años;Hombres;2011;19.084,68
Murcia, Región de;De 25 a 34 años;Hombres;2010;19.802,1
Murcia, Región de;De 25 a 34 años;Hombres;2009;19.487,95
Murcia, Región de;De 25 a 34 años;Hombres;2008;19.054,2
Murcia, Región de;De 35 a 44 años;Ambos sexos;2021;23.395,41
Murcia, Región de;De 35 a 44 años;Ambos sexos;2020;22.480,55
Murcia, Región de;De 35 a 44 años;Ambos sexos;2019;22.082,65
Murcia, Región de;De 35 a 44 años;Ambos sexos;2018;22.140,22
Murcia, Región de;De 35 a 44 años;Ambos sexos;2017;20.953,43
Murcia, Región de;De 35 a 44 años;Ambos sexos;2016;21.152,91
Murcia, Región de;De 35 a 44 años;Ambos sexos;2015;21.167,1
Murcia, Región de;De 35 a 44 años;Ambos sexos;2014;20.665,43
Murcia, Región de;De 35 a 44 años;Ambos sexos;2013;19.821,46
Murcia, Región de;De 35 a 44 años;Ambos sexos;2012;21.337,88
Murcia, Región de;De 35 a 44 años;Ambos sexos;2011;21.615,05
Murcia, Región de;De 35 a 44 años;Ambos sexos;2010;21.562,54
Murcia, Región de;De 35 a 44 años;Ambos sexos;2009;20.481,56
Murcia, Región de;De 35 a 44 años;Ambos sexos;2008;19.600,79
Murcia, Región de;De 35 a 44 años;Mujeres;2021;20.945,12
Murcia, Región de;De 35 a 44 años;Mujeres;2020;20.432,51
Murcia, Región de;De 35 a 44 años;Mujeres;2019;19.876,96
Murcia, Región de;De 35 a 44 años;Mujeres;2018;19.008,96
Murcia, Región de;De 35 a 44 años;Mujeres;2017;17.593,4
Murcia, Región de;De 35 a 44 años;Mujeres;2016;18.362,96
Murcia, Región de;De 35 a 44 años;Mujeres;2015;17.966,53
Murcia, Región de;De 35 a 44 años;Mujeres;2014;17.574,65
Murcia, Región de;De 35 a 44 años;Mujeres;2013;16.003,57
Murcia, Región de;De 35 a 44 años;Mujeres;2012;17.351,82
Murcia, Región de;De 35 a 44 años;Mujeres;2011;18.586,17
Murcia, Región de;De 35 a 44 años;Mujeres;2010;18.298,5
Murcia, Región de;De 35 a 44 años;Mujeres;2009;16.877,57
Murcia, Región de;De 35 a 44 años;Mujeres;2008;16.540,24
Murcia, Región de;De 35 a 44 años;Hombres;2021;25.462,67
Murcia, Región de;De 35 a 44 años;Hombres;2020;24.103,35
Murcia, Región de;De 35 a 44 años;Hombres;2019;23.864,02
Murcia, Región de;De 35 a 44 años;Hombres;2018;24.520,82
Murcia, Región de;De 35 a 44 años;Hombres;2017;23.959,53
Murcia, Región de;De 35 a 44 años;Hombres;2016;23.607,19
Murcia, Región de;De 35 a 44 años;Hombres;2015;24.175,09
Murcia, Región de;De 35 a 44 años;Hombres;2014;23.208,23
Murcia, Región de;De 35 a 44 años;Hombres;2013;22.853,94
Murcia, Región de;De 35 a 44 años;Hombres;2012;24.011,66
Murcia, Región de;De 35 a 44 años;Hombres;2011;23.816,29
Murcia, Región de;De 35 a 44 años;Hombres;2010;24.309,43
Murcia, Región de;De 35 a 44 años;Hombres;2009;23.313,77
Murcia, Región de;De 35 a 44 años;Hombres;2008;21.830,05
Murcia, Región de;De 45 a 54 años;Ambos sexos;2021;24.768,12
Murcia, Región de;De 45 a 54 años;Ambos sexos;2020;25.270,33
Murcia, Región de;De 45 a 54 años;Ambos sexos;2019;24.220,61
Murcia, Región de;De 45 a 54 años;Ambos sexos;2018;23.720,77
Murcia, Región de;De 45 a 54 años;Ambos sexos;2017;22.909,85
Murcia, Región de;De 45 a 54 años;Ambos sexos;2016;23.717,53
Murcia, Región de;De 45 a 54 años;Ambos sexos;2015;22.978,53
Murcia, Región de;De 45 a 54 años;Ambos sexos;2014;23.085,31
Murcia, Región de;De 45 a 54 años;Ambos sexos;2013;22.826,17
Murcia, Región de;De 45 a 54 años;Ambos sexos;2012;23.482,53
Murcia, Región de;De 45 a 54 años;Ambos sexos;2011;24.964,73
Murcia, Región de;De 45 a 54 años;Ambos sexos;2010;24.527,62
Murcia, Región de;De 45 a 54 años;Ambos sexos;2009;23.738,47
Murcia, Región de;De 45 a 54 años;Ambos sexos;2008;21.444,64
Murcia, Región de;De 45 a 54 años;Mujeres;2021;21.387,78
Murcia, Región de;De 45 a 54 años;Mujeres;2020;21.320,91
Murcia, Región de;De 45 a 54 años;Mujeres;2019;20.486,53
Murcia, Región de;De 45 a 54 años;Mujeres;2018;20.765,64
Murcia, Región de;De 45 a 54 años;Mujeres;2017;18.617,77
Murcia, Región de;De 45 a 54 años;Mujeres;2016;19.143,55
Murcia, Región de;De 45 a 54 años;Mujeres;2015;19.001,4
Murcia, Región de;De 45 a 54 años;Mujeres;2014;18.876,56
Murcia, Región de;De 45 a 54 años;Mujeres;2013;19.078,11
Murcia, Región de;De 45 a 54 años;Mujeres;2012;19.206,83
Murcia, Región de;De 45 a 54 años;Mujeres;2011;20.878,1
Murcia, Región de;De 45 a 54 años;Mujeres;2010;20.168,91
Murcia, Región de;De 45 a 54 años;Mujeres;2009;20.507,58
Murcia, Región de;De 45 a 54 años;Mujeres;2008;18.009,23
Murcia, Región de;De 45 a 54 años;Hombres;2021;27.100,91
Murcia, Región de;De 45 a 54 años;Hombres;2020;28.059,77
Murcia, Región de;De 45 a 54 años;Hombres;2019;27.085,84
Murcia, Región de;De 45 a 54 años;Hombres;2018;25.624,7
Murcia, Región de;De 45 a 54 años;Hombres;2017;26.430,23
Murcia, Región de;De 45 a 54 años;Hombres;2016;27.188,56
Murcia, Región de;De 45 a 54 años;Hombres;2015;25.756,55
Murcia, Región de;De 45 a 54 años;Hombres;2014;26.335,38
Murcia, Región de;De 45 a 54 años;Hombres;2013;25.885,55
Murcia, Región de;De 45 a 54 años;Hombres;2012;27.300,57
Murcia, Región de;De 45 a 54 años;Hombres;2011;28.039,99
Murcia, Región de;De 45 a 54 años;Hombres;2010;28.111,66
Murcia, Región de;De 45 a 54 años;Hombres;2009;25.741,86
Murcia, Región de;De 45 a 54 años;Hombres;2008;24.156,81
Murcia, Región de;55 y más años;Ambos sexos;2021;27.105,42
Murcia, Región de;55 y más años;Ambos sexos;2020;26.907,46
Murcia, Región de;55 y más años;Ambos sexos;2019;26.806,5
Murcia, Región de;55 y más años;Ambos sexos;2018;25.217,53
Murcia, Región de;55 y más años;Ambos sexos;2017;26.042,53
Murcia, Región de;55 y más años;Ambos sexos;2016;26.042,32
Murcia, Región de;55 y más años;Ambos sexos;2015;25.232,81
Murcia, Región de;55 y más años;Ambos sexos;2014;25.812,5
Murcia, Región de;55 y más años;Ambos sexos;2013;25.390,43
Murcia, Región de;55 y más años;Ambos sexos;2012;24.261,15
Murcia, Región de;55 y más años;Ambos sexos;2011;24.837,99
Murcia, Región de;55 y más años;Ambos sexos;2010;23.786,68
Murcia, Región de;55 y más años;Ambos sexos;2009;22.600,08
Murcia, Región de;55 y más años;Ambos sexos;2008;22.164,27
Murcia, Región de;55 y más años;Mujeres;2021;22.774,36
Murcia, Región de;55 y más años;Mujeres;2020;23.722,45
Murcia, Región de;55 y más años;Mujeres;2019;-24.436,11
Murcia, Región de;55 y más años;Mujeres;2018;-21.677,37
Murcia, Región de;55 y más años;Mujeres;2017;-23.190,38
Murcia, Región de;55 y más años;Mujeres;2016;-22.314,77
Murcia, Región de;55 y más años;Mujeres;2015;-21.449,14
Murcia, Región de;55 y más años;Mujeres;2014;-20.485,8
Murcia, Región de;55 y más años;Mujeres;2013;-21.031,51
Murcia, Región de;55 y más años;Mujeres;2012;-21.260,85
Murcia, Región de;55 y más años;Mujeres;2011;-21.472,59
Murcia, Región de;55 y más años;Mujeres;2010;-19.514,11
Murcia, Región de;55 y más años;Mujeres;2009;-18.613,01
Murcia, Región de;55 y más años;Mujeres;2008;-17.097,12
Murcia, Región de;55 y más años;Hombres;2021;30.286,89
Murcia, Región de;55 y más años;Hombres;2020;29.218,3
Murcia, Región de;55 y más años;Hombres;2019;28.493,12
Murcia, Región de;55 y más años;Hombres;2018;28.079,27
Murcia, Región de;55 y más años;Hombres;2017;28.161,45
Murcia, Región de;55 y más años;Hombres;2016;29.459,17
Murcia, Región de;55 y más años;Hombres;2015;28.127,91
Murcia, Región de;55 y más años;Hombres;2014;30.224,25
Murcia, Región de;55 y más años;Hombres;2013;28.781,12
Murcia, Región de;55 y más años;Hombres;2012;26.612,63
Murcia, Región de;55 y más años;Hombres;2011;26.925,1
Murcia, Región de;55 y más años;Hombres;2010;-26.829,38
Murcia, Región de;55 y más años;Hombres;2009;24.887,86
Murcia, Región de;55 y más años;Hombres;2008;25.054,78
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2021;28.459,37
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2020;27.995,96
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2019;27.493,93
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2018;26.364,75
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2017;26.329,79
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2016;25.468,38
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2015;24.863,98
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2014;24.700,78
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2013;23.836,93
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2012;23.784,38
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2011;24.384,92
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2010;23.824,88
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2009;23.657,71
Navarra, Comunidad Foral de;Todas las edades;Ambos sexos;2008;23.342,74
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2021;24.809,14
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2020;24.047,13
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2019;23.728,82
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2018;22.697,59
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2017;21.898,57
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2016;20.946
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2015;20.563,08
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2014;20.163,1
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2013;19.364,43
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2012;19.462,13
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2011;19.977,24
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2010;19.927,15
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2009;19.487,55
Navarra, Comunidad Foral de;Todas las edades;Mujeres;2008;19.212,76
Navarra, Comunidad Foral de;Todas las edades;Hombres;2021;31.643,22
Navarra, Comunidad Foral de;Todas las edades;Hombres;2020;31.317,91
Navarra, Comunidad Foral de;Todas las edades;Hombres;2019;30.564,9
Navarra, Comunidad Foral de;Todas las edades;Hombres;2018;29.546,12
Navarra, Comunidad Foral de;Todas las edades;Hombres;2017;29.699,1
Navarra, Comunidad Foral de;Todas las edades;Hombres;2016;29.098,99
Navarra, Comunidad Foral de;Todas las edades;Hombres;2015;28.727,37
Navarra, Comunidad Foral de;Todas las edades;Hombres;2014;28.659,74
Navarra, Comunidad Foral de;Todas las edades;Hombres;2013;27.848,15
Navarra, Comunidad Foral de;Todas las edades;Hombres;2012;27.632,8
Navarra, Comunidad Foral de;Todas las edades;Hombres;2011;27.834,48
Navarra, Comunidad Foral de;Todas las edades;Hombres;2010;26.982,49
Navarra, Comunidad Foral de;Todas las edades;Hombres;2009;26.755,77
Navarra, Comunidad Foral de;Todas las edades;Hombres;2008;26.635,75
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2021;-13.831,44
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2020;-13.231,34
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2019;-13.615,78
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2018;-13.567,95
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2017;-12.475,06
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2016;-12.114,35
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2015;-13.550,62
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2014;-14.604,65
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2013;-12.086,31
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2012;-13.598,34
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2011;-15.644,17
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2010;-14.141,19
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2009;-15.841,32
Navarra, Comunidad Foral de;Menos de 25 años;Ambos sexos;2008;-15.524,69
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2021;..
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2020;..
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2019;-11.342,18
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2018;..
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2017;..
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2016;..
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2015;..
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2014;..
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2013;..
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2012;..
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2011;..
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2010;-11.973,53
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2009;..
Navarra, Comunidad Foral de;Menos de 25 años;Mujeres;2008;-13.104,28
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2021;-15.301
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2020;-15.015,18
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2019;-15.883,67
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2018;-14.166,26
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2017;-14.653,72
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2016;-14.152,43
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2015;..
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2014;-16.824,51
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2013;..
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2012;..
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2011;-17.844,21
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2010;-17.141,85
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2009;-17.206,15
Navarra, Comunidad Foral de;Menos de 25 años;Hombres;2008;-17.486,58
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2021;23.725,88
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2020;23.235,86
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2019;22.705,03
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2018;22.211,18
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2017;21.250
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2016;20.848,1
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2015;20.457,99
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2014;21.516,54
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2013;20.088,1
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2012;21.071,44
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2011;21.677,04
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2010;22.206,9
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2009;21.673,42
Navarra, Comunidad Foral de;De 25 a 34 años;Ambos sexos;2008;22.219,8
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2021;-21.609,74
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2020;-21.201,09
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2019;-20.918,77
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2018;-19.276,76
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2017;-19.065,64
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2016;17.886,62
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2015;17.823,86
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2014;19.015,27
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2013;16.890,39
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2012;17.961,09
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2011;19.100,71
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2010;19.956,59
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2009;18.672,56
Navarra, Comunidad Foral de;De 25 a 34 años;Mujeres;2008;19.360,08
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2021;25.805,27
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2020;24.946,93
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2019;24.103,46
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2018;24.926,41
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2017;22.951,28
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2016;23.399,83
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2015;22.966,82
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2014;24.124,73
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2013;23.259,26
