Comunidades y ciudades autónomas;Sexo;Número de penas;Periodo;Total
14 Murcia, Región de;Hombres;Condenados con seis o más penas;2017;745
14 Murcia, Región de;Hombres;Condenados con seis o más penas;2016;725
14 Murcia, Región de;Hombres;Condenados con seis o más penas;2015;605
14 Murcia, Región de;Hombres;Condenados con seis o más penas;2014;527
14 Murcia, Región de;Hombres;Condenados con seis o más penas;2013;566
14 Murcia, Región de;Mujeres;Total;2022;1.670
14 Murcia, Región de;Mujeres;Total;2021;1.595
14 Murcia, Región de;Mujeres;Total;2020;1.169
14 Murcia, Región de;Mujeres;Total;2019;1.621
14 Murcia, Región de;Mujeres;Total;2018;1.525
14 Murcia, Región de;Mujeres;Total;2017;1.605
14 Murcia, Región de;Mujeres;Total;2016;1.650
14 Murcia, Región de;Mujeres;Total;2015;990
14 Murcia, Región de;Mujeres;Total;2014;853
14 Murcia, Región de;Mujeres;Total;2013;823
14 Murcia, Región de;Mujeres;Condenados con una pena;2022;741
14 Murcia, Región de;Mujeres;Condenados con una pena;2021;693
14 Murcia, Región de;Mujeres;Condenados con una pena;2020;546
14 Murcia, Región de;Mujeres;Condenados con una pena;2019;766
14 Murcia, Región de;Mujeres;Condenados con una pena;2018;748
14 Murcia, Región de;Mujeres;Condenados con una pena;2017;787
14 Murcia, Región de;Mujeres;Condenados con una pena;2016;830
14 Murcia, Región de;Mujeres;Condenados con una pena;2015;372
14 Murcia, Región de;Mujeres;Condenados con una pena;2014;223
14 Murcia, Región de;Mujeres;Condenados con una pena;2013;224
14 Murcia, Región de;Mujeres;Condenados con dos penas;2022;468
14 Murcia, Región de;Mujeres;Condenados con dos penas;2021;449
14 Murcia, Región de;Mujeres;Condenados con dos penas;2020;310
14 Murcia, Región de;Mujeres;Condenados con dos penas;2019;396
14 Murcia, Región de;Mujeres;Condenados con dos penas;2018;394
14 Murcia, Región de;Mujeres;Condenados con dos penas;2017;453
14 Murcia, Región de;Mujeres;Condenados con dos penas;2016;421
14 Murcia, Región de;Mujeres;Condenados con dos penas;2015;336
14 Murcia, Región de;Mujeres;Condenados con dos penas;2014;361
14 Murcia, Región de;Mujeres;Condenados con dos penas;2013;346
14 Murcia, Región de;Mujeres;Condenados con tres penas;2022;204
14 Murcia, Región de;Mujeres;Condenados con tres penas;2021;176
14 Murcia, Región de;Mujeres;Condenados con tres penas;2020;128
14 Murcia, Región de;Mujeres;Condenados con tres penas;2019;208
14 Murcia, Región de;Mujeres;Condenados con tres penas;2018;174
14 Murcia, Región de;Mujeres;Condenados con tres penas;2017;170
14 Murcia, Región de;Mujeres;Condenados con tres penas;2016;198
14 Murcia, Región de;Mujeres;Condenados con tres penas;2015;131
14 Murcia, Región de;Mujeres;Condenados con tres penas;2014;140
14 Murcia, Región de;Mujeres;Condenados con tres penas;2013;134
14 Murcia, Región de;Mujeres;Condenados con cuatro penas;2022;157
14 Murcia, Región de;Mujeres;Condenados con cuatro penas;2021;139
14 Murcia, Región de;Mujeres;Condenados con cuatro penas;2020;96
14 Murcia, Región de;Mujeres;Condenados con cuatro penas;2019;131
14 Murcia, Región de;Mujeres;Condenados con cuatro penas;2018;114
14 Murcia, Región de;Mujeres;Condenados con cuatro penas;2017;99
14 Murcia, Región de;Mujeres;Condenados con cuatro penas;2016;120
14 Murcia, Región de;Mujeres;Condenados con cuatro penas;2015;76
14 Murcia, Región de;Mujeres;Condenados con cuatro penas;2014;66
14 Murcia, Región de;Mujeres;Condenados con cuatro penas;2013;72
14 Murcia, Región de;Mujeres;Condenados con cinco penas;2022;43
14 Murcia, Región de;Mujeres;Condenados con cinco penas;2021;50
14 Murcia, Región de;Mujeres;Condenados con cinco penas;2020;31
14 Murcia, Región de;Mujeres;Condenados con cinco penas;2019;53
14 Murcia, Región de;Mujeres;Condenados con cinco penas;2018;30
14 Murcia, Región de;Mujeres;Condenados con cinco penas;2017;43
14 Murcia, Región de;Mujeres;Condenados con cinco penas;2016;25
14 Murcia, Región de;Mujeres;Condenados con cinco penas;2015;28
14 Murcia, Región de;Mujeres;Condenados con cinco penas;2014;17
14 Murcia, Región de;Mujeres;Condenados con cinco penas;2013;13
14 Murcia, Región de;Mujeres;Condenados con seis o más penas;2022;57
14 Murcia, Región de;Mujeres;Condenados con seis o más penas;2021;88
14 Murcia, Región de;Mujeres;Condenados con seis o más penas;2020;58
14 Murcia, Región de;Mujeres;Condenados con seis o más penas;2019;67
14 Murcia, Región de;Mujeres;Condenados con seis o más penas;2018;65
14 Murcia, Región de;Mujeres;Condenados con seis o más penas;2017;53
14 Murcia, Región de;Mujeres;Condenados con seis o más penas;2016;56
14 Murcia, Región de;Mujeres;Condenados con seis o más penas;2015;47
14 Murcia, Región de;Mujeres;Condenados con seis o más penas;2014;46
14 Murcia, Región de;Mujeres;Condenados con seis o más penas;2013;34
15 Navarra, Comunidad Foral de;Total;Total;2022;4.124
15 Navarra, Comunidad Foral de;Total;Total;2021;3.375
15 Navarra, Comunidad Foral de;Total;Total;2020;2.689
15 Navarra, Comunidad Foral de;Total;Total;2019;3.583
15 Navarra, Comunidad Foral de;Total;Total;2018;3.442
15 Navarra, Comunidad Foral de;Total;Total;2017;3.396
15 Navarra, Comunidad Foral de;Total;Total;2016;3.145
15 Navarra, Comunidad Foral de;Total;Total;2015;2.772
15 Navarra, Comunidad Foral de;Total;Total;2014;2.754
15 Navarra, Comunidad Foral de;Total;Total;2013;2.840
15 Navarra, Comunidad Foral de;Total;Condenados con una pena;2022;1.249
15 Navarra, Comunidad Foral de;Total;Condenados con una pena;2021;981
15 Navarra, Comunidad Foral de;Total;Condenados con una pena;2020;916
15 Navarra, Comunidad Foral de;Total;Condenados con una pena;2019;1.150
15 Navarra, Comunidad Foral de;Total;Condenados con una pena;2018;1.176
15 Navarra, Comunidad Foral de;Total;Condenados con una pena;2017;1.138
15 Navarra, Comunidad Foral de;Total;Condenados con una pena;2016;1.025
15 Navarra, Comunidad Foral de;Total;Condenados con una pena;2015;623
15 Navarra, Comunidad Foral de;Total;Condenados con una pena;2014;515
15 Navarra, Comunidad Foral de;Total;Condenados con una pena;2013;498
15 Navarra, Comunidad Foral de;Total;Condenados con dos penas;2022;1.475
15 Navarra, Comunidad Foral de;Total;Condenados con dos penas;2021;1.231
15 Navarra, Comunidad Foral de;Total;Condenados con dos penas;2020;901
15 Navarra, Comunidad Foral de;Total;Condenados con dos penas;2019;1.297
15 Navarra, Comunidad Foral de;Total;Condenados con dos penas;2018;1.196
15 Navarra, Comunidad Foral de;Total;Condenados con dos penas;2017;1.170
15 Navarra, Comunidad Foral de;Total;Condenados con dos penas;2016;1.227
15 Navarra, Comunidad Foral de;Total;Condenados con dos penas;2015;1.335
15 Navarra, Comunidad Foral de;Total;Condenados con dos penas;2014;1.330
15 Navarra, Comunidad Foral de;Total;Condenados con dos penas;2013;1.424
15 Navarra, Comunidad Foral de;Total;Condenados con tres penas;2022;475
15 Navarra, Comunidad Foral de;Total;Condenados con tres penas;2021;393
15 Navarra, Comunidad Foral de;Total;Condenados con tres penas;2020;320
15 Navarra, Comunidad Foral de;Total;Condenados con tres penas;2019;404
15 Navarra, Comunidad Foral de;Total;Condenados con tres penas;2018;424
15 Navarra, Comunidad Foral de;Total;Condenados con tres penas;2017;489
15 Navarra, Comunidad Foral de;Total;Condenados con tres penas;2016;362
15 Navarra, Comunidad Foral de;Total;Condenados con tres penas;2015;294
15 Navarra, Comunidad Foral de;Total;Condenados con tres penas;2014;425
15 Navarra, Comunidad Foral de;Total;Condenados con tres penas;2013;421
15 Navarra, Comunidad Foral de;Total;Condenados con cuatro penas;2022;346
15 Navarra, Comunidad Foral de;Total;Condenados con cuatro penas;2021;268
15 Navarra, Comunidad Foral de;Total;Condenados con cuatro penas;2020;208
15 Navarra, Comunidad Foral de;Total;Condenados con cuatro penas;2019;290
15 Navarra, Comunidad Foral de;Total;Condenados con cuatro penas;2018;238
15 Navarra, Comunidad Foral de;Total;Condenados con cuatro penas;2017;240
15 Navarra, Comunidad Foral de;Total;Condenados con cuatro penas;2016;206
15 Navarra, Comunidad Foral de;Total;Condenados con cuatro penas;2015;245
15 Navarra, Comunidad Foral de;Total;Condenados con cuatro penas;2014;229
15 Navarra, Comunidad Foral de;Total;Condenados con cuatro penas;2013;225
15 Navarra, Comunidad Foral de;Total;Condenados con cinco penas;2022;141
15 Navarra, Comunidad Foral de;Total;Condenados con cinco penas;2021;119
15 Navarra, Comunidad Foral de;Total;Condenados con cinco penas;2020;99
15 Navarra, Comunidad Foral de;Total;Condenados con cinco penas;2019;101
15 Navarra, Comunidad Foral de;Total;Condenados con cinco penas;2018;106
15 Navarra, Comunidad Foral de;Total;Condenados con cinco penas;2017;111
15 Navarra, Comunidad Foral de;Total;Condenados con cinco penas;2016;106
15 Navarra, Comunidad Foral de;Total;Condenados con cinco penas;2015;107
15 Navarra, Comunidad Foral de;Total;Condenados con cinco penas;2014;116
15 Navarra, Comunidad Foral de;Total;Condenados con cinco penas;2013;126
15 Navarra, Comunidad Foral de;Total;Condenados con seis o más penas;2022;438
15 Navarra, Comunidad Foral de;Total;Condenados con seis o más penas;2021;383
15 Navarra, Comunidad Foral de;Total;Condenados con seis o más penas;2020;245
15 Navarra, Comunidad Foral de;Total;Condenados con seis o más penas;2019;341
15 Navarra, Comunidad Foral de;Total;Condenados con seis o más penas;2018;302
15 Navarra, Comunidad Foral de;Total;Condenados con seis o más penas;2017;248
15 Navarra, Comunidad Foral de;Total;Condenados con seis o más penas;2016;219
15 Navarra, Comunidad Foral de;Total;Condenados con seis o más penas;2015;168
15 Navarra, Comunidad Foral de;Total;Condenados con seis o más penas;2014;139
15 Navarra, Comunidad Foral de;Total;Condenados con seis o más penas;2013;146
15 Navarra, Comunidad Foral de;Hombres;Total;2022;3.466
15 Navarra, Comunidad Foral de;Hombres;Total;2021;2.832
15 Navarra, Comunidad Foral de;Hombres;Total;2020;2.243
15 Navarra, Comunidad Foral de;Hombres;Total;2019;2.943
15 Navarra, Comunidad Foral de;Hombres;Total;2018;2.802
15 Navarra, Comunidad Foral de;Hombres;Total;2017;2.757
15 Navarra, Comunidad Foral de;Hombres;Total;2016;2.560
15 Navarra, Comunidad Foral de;Hombres;Total;2015;2.403
15 Navarra, Comunidad Foral de;Hombres;Total;2014;2.373
15 Navarra, Comunidad Foral de;Hombres;Total;2013;2.560
15 Navarra, Comunidad Foral de;Hombres;Condenados con una pena;2022;956
15 Navarra, Comunidad Foral de;Hombres;Condenados con una pena;2021;734
15 Navarra, Comunidad Foral de;Hombres;Condenados con una pena;2020;707
15 Navarra, Comunidad Foral de;Hombres;Condenados con una pena;2019;845
15 Navarra, Comunidad Foral de;Hombres;Condenados con una pena;2018;841
15 Navarra, Comunidad Foral de;Hombres;Condenados con una pena;2017;824
15 Navarra, Comunidad Foral de;Hombres;Condenados con una pena;2016;760
15 Navarra, Comunidad Foral de;Hombres;Condenados con una pena;2015;508
15 Navarra, Comunidad Foral de;Hombres;Condenados con una pena;2014;437
15 Navarra, Comunidad Foral de;Hombres;Condenados con una pena;2013;435
15 Navarra, Comunidad Foral de;Hombres;Condenados con dos penas;2022;1.230
15 Navarra, Comunidad Foral de;Hombres;Condenados con dos penas;2021;1.060
15 Navarra, Comunidad Foral de;Hombres;Condenados con dos penas;2020;756
15 Navarra, Comunidad Foral de;Hombres;Condenados con dos penas;2019;1.098
15 Navarra, Comunidad Foral de;Hombres;Condenados con dos penas;2018;1.014
15 Navarra, Comunidad Foral de;Hombres;Condenados con dos penas;2017;986
15 Navarra, Comunidad Foral de;Hombres;Condenados con dos penas;2016;1.010
15 Navarra, Comunidad Foral de;Hombres;Condenados con dos penas;2015;1.172
15 Navarra, Comunidad Foral de;Hombres;Condenados con dos penas;2014;1.148
15 Navarra, Comunidad Foral de;Hombres;Condenados con dos penas;2013;1.275
15 Navarra, Comunidad Foral de;Hombres;Condenados con tres penas;2022;427
15 Navarra, Comunidad Foral de;Hombres;Condenados con tres penas;2021;336
15 Navarra, Comunidad Foral de;Hombres;Condenados con tres penas;2020;279
15 Navarra, Comunidad Foral de;Hombres;Condenados con tres penas;2019;338
15 Navarra, Comunidad Foral de;Hombres;Condenados con tres penas;2018;354
15 Navarra, Comunidad Foral de;Hombres;Condenados con tres penas;2017;404
15 Navarra, Comunidad Foral de;Hombres;Condenados con tres penas;2016;307
15 Navarra, Comunidad Foral de;Hombres;Condenados con tres penas;2015;247
15 Navarra, Comunidad Foral de;Hombres;Condenados con tres penas;2014;355
15 Navarra, Comunidad Foral de;Hombres;Condenados con tres penas;2013;387
15 Navarra, Comunidad Foral de;Hombres;Condenados con cuatro penas;2022;314
15 Navarra, Comunidad Foral de;Hombres;Condenados con cuatro penas;2021;243
15 Navarra, Comunidad Foral de;Hombres;Condenados con cuatro penas;2020;182
15 Navarra, Comunidad Foral de;Hombres;Condenados con cuatro penas;2019;250
15 Navarra, Comunidad Foral de;Hombres;Condenados con cuatro penas;2018;215
15 Navarra, Comunidad Foral de;Hombres;Condenados con cuatro penas;2017;215
15 Navarra, Comunidad Foral de;Hombres;Condenados con cuatro penas;2016;185
15 Navarra, Comunidad Foral de;Hombres;Condenados con cuatro penas;2015;221
15 Navarra, Comunidad Foral de;Hombres;Condenados con cuatro penas;2014;202
15 Navarra, Comunidad Foral de;Hombres;Condenados con cuatro penas;2013;210
15 Navarra, Comunidad Foral de;Hombres;Condenados con cinco penas;2022;130
15 Navarra, Comunidad Foral de;Hombres;Condenados con cinco penas;2021;105
15 Navarra, Comunidad Foral de;Hombres;Condenados con cinco penas;2020;93
15 Navarra, Comunidad Foral de;Hombres;Condenados con cinco penas;2019;92
15 Navarra, Comunidad Foral de;Hombres;Condenados con cinco penas;2018;97
15 Navarra, Comunidad Foral de;Hombres;Condenados con cinco penas;2017;97
15 Navarra, Comunidad Foral de;Hombres;Condenados con cinco penas;2016;94
15 Navarra, Comunidad Foral de;Hombres;Condenados con cinco penas;2015;102
15 Navarra, Comunidad Foral de;Hombres;Condenados con cinco penas;2014;102
15 Navarra, Comunidad Foral de;Hombres;Condenados con cinco penas;2013;117
15 Navarra, Comunidad Foral de;Hombres;Condenados con seis o más penas;2022;409
15 Navarra, Comunidad Foral de;Hombres;Condenados con seis o más penas;2021;354
15 Navarra, Comunidad Foral de;Hombres;Condenados con seis o más penas;2020;226
15 Navarra, Comunidad Foral de;Hombres;Condenados con seis o más penas;2019;320
15 Navarra, Comunidad Foral de;Hombres;Condenados con seis o más penas;2018;281
15 Navarra, Comunidad Foral de;Hombres;Condenados con seis o más penas;2017;231
15 Navarra, Comunidad Foral de;Hombres;Condenados con seis o más penas;2016;204
15 Navarra, Comunidad Foral de;Hombres;Condenados con seis o más penas;2015;153
15 Navarra, Comunidad Foral de;Hombres;Condenados con seis o más penas;2014;129
15 Navarra, Comunidad Foral de;Hombres;Condenados con seis o más penas;2013;136
15 Navarra, Comunidad Foral de;Mujeres;Total;2022;658
15 Navarra, Comunidad Foral de;Mujeres;Total;2021;543
15 Navarra, Comunidad Foral de;Mujeres;Total;2020;446
15 Navarra, Comunidad Foral de;Mujeres;Total;2019;640
15 Navarra, Comunidad Foral de;Mujeres;Total;2018;640
15 Navarra, Comunidad Foral de;Mujeres;Total;2017;639
15 Navarra, Comunidad Foral de;Mujeres;Total;2016;585
15 Navarra, Comunidad Foral de;Mujeres;Total;2015;369
15 Navarra, Comunidad Foral de;Mujeres;Total;2014;381
15 Navarra, Comunidad Foral de;Mujeres;Total;2013;280
15 Navarra, Comunidad Foral de;Mujeres;Condenados con una pena;2022;293
15 Navarra, Comunidad Foral de;Mujeres;Condenados con una pena;2021;247
15 Navarra, Comunidad Foral de;Mujeres;Condenados con una pena;2020;209
15 Navarra, Comunidad Foral de;Mujeres;Condenados con una pena;2019;305
15 Navarra, Comunidad Foral de;Mujeres;Condenados con una pena;2018;335
15 Navarra, Comunidad Foral de;Mujeres;Condenados con una pena;2017;314
15 Navarra, Comunidad Foral de;Mujeres;Condenados con una pena;2016;265
15 Navarra, Comunidad Foral de;Mujeres;Condenados con una pena;2015;115
15 Navarra, Comunidad Foral de;Mujeres;Condenados con una pena;2014;78
15 Navarra, Comunidad Foral de;Mujeres;Condenados con una pena;2013;63
15 Navarra, Comunidad Foral de;Mujeres;Condenados con dos penas;2022;245
15 Navarra, Comunidad Foral de;Mujeres;Condenados con dos penas;2021;171
15 Navarra, Comunidad Foral de;Mujeres;Condenados con dos penas;2020;145
15 Navarra, Comunidad Foral de;Mujeres;Condenados con dos penas;2019;199
15 Navarra, Comunidad Foral de;Mujeres;Condenados con dos penas;2018;182
15 Navarra, Comunidad Foral de;Mujeres;Condenados con dos penas;2017;184
15 Navarra, Comunidad Foral de;Mujeres;Condenados con dos penas;2016;217
15 Navarra, Comunidad Foral de;Mujeres;Condenados con dos penas;2015;163
15 Navarra, Comunidad Foral de;Mujeres;Condenados con dos penas;2014;182
15 Navarra, Comunidad Foral de;Mujeres;Condenados con dos penas;2013;149
15 Navarra, Comunidad Foral de;Mujeres;Condenados con tres penas;2022;48
15 Navarra, Comunidad Foral de;Mujeres;Condenados con tres penas;2021;57
15 Navarra, Comunidad Foral de;Mujeres;Condenados con tres penas;2020;41
15 Navarra, Comunidad Foral de;Mujeres;Condenados con tres penas;2019;66
15 Navarra, Comunidad Foral de;Mujeres;Condenados con tres penas;2018;70
15 Navarra, Comunidad Foral de;Mujeres;Condenados con tres penas;2017;85
15 Navarra, Comunidad Foral de;Mujeres;Condenados con tres penas;2016;55
15 Navarra, Comunidad Foral de;Mujeres;Condenados con tres penas;2015;47
15 Navarra, Comunidad Foral de;Mujeres;Condenados con tres penas;2014;70
15 Navarra, Comunidad Foral de;Mujeres;Condenados con tres penas;2013;34
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cuatro penas;2022;32
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cuatro penas;2021;25
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cuatro penas;2020;26
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cuatro penas;2019;40
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cuatro penas;2018;23
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cuatro penas;2017;25
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cuatro penas;2016;21
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cuatro penas;2015;24
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cuatro penas;2014;27
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cuatro penas;2013;15
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cinco penas;2022;11
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cinco penas;2021;14
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cinco penas;2020;6
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cinco penas;2019;9
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cinco penas;2018;9
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cinco penas;2017;14
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cinco penas;2016;12
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cinco penas;2015;5
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cinco penas;2014;14
15 Navarra, Comunidad Foral de;Mujeres;Condenados con cinco penas;2013;9
15 Navarra, Comunidad Foral de;Mujeres;Condenados con seis o más penas;2022;29
15 Navarra, Comunidad Foral de;Mujeres;Condenados con seis o más penas;2021;29
15 Navarra, Comunidad Foral de;Mujeres;Condenados con seis o más penas;2020;19
15 Navarra, Comunidad Foral de;Mujeres;Condenados con seis o más penas;2019;21
15 Navarra, Comunidad Foral de;Mujeres;Condenados con seis o más penas;2018;21
15 Navarra, Comunidad Foral de;Mujeres;Condenados con seis o más penas;2017;17
15 Navarra, Comunidad Foral de;Mujeres;Condenados con seis o más penas;2016;15
15 Navarra, Comunidad Foral de;Mujeres;Condenados con seis o más penas;2015;15
15 Navarra, Comunidad Foral de;Mujeres;Condenados con seis o más penas;2014;10
15 Navarra, Comunidad Foral de;Mujeres;Condenados con seis o más penas;2013;10
16 País Vasco;Total;Total;2022;13.801
16 País Vasco;Total;Total;2021;12.729
16 País Vasco;Total;Total;2020;9.451
16 País Vasco;Total;Total;2019;12.116
16 País Vasco;Total;Total;2018;11.946
16 País Vasco;Total;Total;2017;11.572
16 País Vasco;Total;Total;2016;11.208
16 País Vasco;Total;Total;2015;7.943
16 País Vasco;Total;Total;2014;8.041
16 País Vasco;Total;Total;2013;8.511
16 País Vasco;Total;Condenados con una pena;2022;4.725
16 País Vasco;Total;Condenados con una pena;2021;4.255
16 País Vasco;Total;Condenados con una pena;2020;3.267
16 País Vasco;Total;Condenados con una pena;2019;4.273
16 País Vasco;Total;Condenados con una pena;2018;4.328
16 País Vasco;Total;Condenados con una pena;2017;4.241
16 País Vasco;Total;Condenados con una pena;2016;4.084
16 País Vasco;Total;Condenados con una pena;2015;1.438
16 País Vasco;Total;Condenados con una pena;2014;883
16 País Vasco;Total;Condenados con una pena;2013;930
16 País Vasco;Total;Condenados con dos penas;2022;4.376
16 País Vasco;Total;Condenados con dos penas;2021;3.794
16 País Vasco;Total;Condenados con dos penas;2020;2.900
16 País Vasco;Total;Condenados con dos penas;2019;3.773
16 País Vasco;Total;Condenados con dos penas;2018;3.623
16 País Vasco;Total;Condenados con dos penas;2017;3.455
16 País Vasco;Total;Condenados con dos penas;2016;3.618
16 País Vasco;Total;Condenados con dos penas;2015;3.242
16 País Vasco;Total;Condenados con dos penas;2014;3.564
16 País Vasco;Total;Condenados con dos penas;2013;3.970
16 País Vasco;Total;Condenados con tres penas;2022;1.478
16 País Vasco;Total;Condenados con tres penas;2021;1.456
16 País Vasco;Total;Condenados con tres penas;2020;1.086
16 País Vasco;Total;Condenados con tres penas;2019;1.290
16 País Vasco;Total;Condenados con tres penas;2018;1.290
16 País Vasco;Total;Condenados con tres penas;2017;1.293
16 País Vasco;Total;Condenados con tres penas;2016;1.281
16 País Vasco;Total;Condenados con tres penas;2015;1.136
16 País Vasco;Total;Condenados con tres penas;2014;1.338
16 País Vasco;Total;Condenados con tres penas;2013;1.362
16 País Vasco;Total;Condenados con cuatro penas;2022;1.187
16 País Vasco;Total;Condenados con cuatro penas;2021;1.143
16 País Vasco;Total;Condenados con cuatro penas;2020;852
16 País Vasco;Total;Condenados con cuatro penas;2019;1.015
16 País Vasco;Total;Condenados con cuatro penas;2018;1.099
16 País Vasco;Total;Condenados con cuatro penas;2017;1.002
16 País Vasco;Total;Condenados con cuatro penas;2016;909
16 País Vasco;Total;Condenados con cuatro penas;2015;970
16 País Vasco;Total;Condenados con cuatro penas;2014;1.037
16 País Vasco;Total;Condenados con cuatro penas;2013;1.030
16 País Vasco;Total;Condenados con cinco penas;2022;544
16 País Vasco;Total;Condenados con cinco penas;2021;580
16 País Vasco;Total;Condenados con cinco penas;2020;376
16 País Vasco;Total;Condenados con cinco penas;2019;544
16 País Vasco;Total;Condenados con cinco penas;2018;467
16 País Vasco;Total;Condenados con cinco penas;2017;462
16 País Vasco;Total;Condenados con cinco penas;2016;424
16 País Vasco;Total;Condenados con cinco penas;2015;322
16 País Vasco;Total;Condenados con cinco penas;2014;391
16 País Vasco;Total;Condenados con cinco penas;2013;427
16 País Vasco;Total;Condenados con seis o más penas;2022;1.491
16 País Vasco;Total;Condenados con seis o más penas;2021;1.501
16 País Vasco;Total;Condenados con seis o más penas;2020;970
16 País Vasco;Total;Condenados con seis o más penas;2019;1.221
16 País Vasco;Total;Condenados con seis o más penas;2018;1.139
16 País Vasco;Total;Condenados con seis o más penas;2017;1.119
16 País Vasco;Total;Condenados con seis o más penas;2016;892
16 País Vasco;Total;Condenados con seis o más penas;2015;835
16 País Vasco;Total;Condenados con seis o más penas;2014;828
16 País Vasco;Total;Condenados con seis o más penas;2013;792
16 País Vasco;Hombres;Total;2022;11.090
16 País Vasco;Hombres;Total;2021;10.207
16 País Vasco;Hombres;Total;2020;7.602
16 País Vasco;Hombres;Total;2019;9.666
16 País Vasco;Hombres;Total;2018;9.419
16 País Vasco;Hombres;Total;2017;9.039
16 País Vasco;Hombres;Total;2016;8.828
16 País Vasco;Hombres;Total;2015;6.679
16 País Vasco;Hombres;Total;2014;7.015
16 País Vasco;Hombres;Total;2013;7.565
16 País Vasco;Hombres;Condenados con una pena;2022;3.419
16 País Vasco;Hombres;Condenados con una pena;2021;3.023
16 País Vasco;Hombres;Condenados con una pena;2020;2.307
16 País Vasco;Hombres;Condenados con una pena;2019;2.963
16 País Vasco;Hombres;Condenados con una pena;2018;2.939
16 País Vasco;Hombres;Condenados con una pena;2017;2.852
16 País Vasco;Hombres;Condenados con una pena;2016;2.753
16 País Vasco;Hombres;Condenados con una pena;2015;1.038
16 País Vasco;Hombres;Condenados con una pena;2014;766
16 País Vasco;Hombres;Condenados con una pena;2013;824
16 País Vasco;Hombres;Condenados con dos penas;2022;3.642
16 País Vasco;Hombres;Condenados con dos penas;2021;3.140
16 País Vasco;Hombres;Condenados con dos penas;2020;2.449
16 País Vasco;Hombres;Condenados con dos penas;2019;3.155
16 País Vasco;Hombres;Condenados con dos penas;2018;3.065
16 País Vasco;Hombres;Condenados con dos penas;2017;2.880
16 País Vasco;Hombres;Condenados con dos penas;2016;3.041
16 País Vasco;Hombres;Condenados con dos penas;2015;2.762
16 País Vasco;Hombres;Condenados con dos penas;2014;3.086
16 País Vasco;Hombres;Condenados con dos penas;2013;3.490
16 País Vasco;Hombres;Condenados con tres penas;2022;1.235
16 País Vasco;Hombres;Condenados con tres penas;2021;1.207
16 País Vasco;Hombres;Condenados con tres penas;2020;904
16 País Vasco;Hombres;Condenados con tres penas;2019;1.086
16 País Vasco;Hombres;Condenados con tres penas;2018;1.068
16 País Vasco;Hombres;Condenados con tres penas;2017;1.044
16 País Vasco;Hombres;Condenados con tres penas;2016;1.073
16 País Vasco;Hombres;Condenados con tres penas;2015;991
16 País Vasco;Hombres;Condenados con tres penas;2014;1.148
16 País Vasco;Hombres;Condenados con tres penas;2013;1.217
16 País Vasco;Hombres;Condenados con cuatro penas;2022;1.004
16 País Vasco;Hombres;Condenados con cuatro penas;2021;993
16 País Vasco;Hombres;Condenados con cuatro penas;2020;735
16 País Vasco;Hombres;Condenados con cuatro penas;2019;893
16 País Vasco;Hombres;Condenados con cuatro penas;2018;939
16 País Vasco;Hombres;Condenados con cuatro penas;2017;857
16 País Vasco;Hombres;Condenados con cuatro penas;2016;791
16 País Vasco;Hombres;Condenados con cuatro penas;2015;837
16 País Vasco;Hombres;Condenados con cuatro penas;2014;909
16 País Vasco;Hombres;Condenados con cuatro penas;2013;920
16 País Vasco;Hombres;Condenados con cinco penas;2022;466
16 País Vasco;Hombres;Condenados con cinco penas;2021;505
16 País Vasco;Hombres;Condenados con cinco penas;2020;317
16 País Vasco;Hombres;Condenados con cinco penas;2019;471
16 País Vasco;Hombres;Condenados con cinco penas;2018;404
16 País Vasco;Hombres;Condenados con cinco penas;2017;407
16 País Vasco;Hombres;Condenados con cinco penas;2016;368
16 País Vasco;Hombres;Condenados con cinco penas;2015;285
16 País Vasco;Hombres;Condenados con cinco penas;2014;350
16 País Vasco;Hombres;Condenados con cinco penas;2013;379
16 País Vasco;Hombres;Condenados con seis o más penas;2022;1.324
16 País Vasco;Hombres;Condenados con seis o más penas;2021;1.339
16 País Vasco;Hombres;Condenados con seis o más penas;2020;890
16 País Vasco;Hombres;Condenados con seis o más penas;2019;1.098
16 País Vasco;Hombres;Condenados con seis o más penas;2018;1.004
16 País Vasco;Hombres;Condenados con seis o más penas;2017;999
16 País Vasco;Hombres;Condenados con seis o más penas;2016;802
16 País Vasco;Hombres;Condenados con seis o más penas;2015;766
16 País Vasco;Hombres;Condenados con seis o más penas;2014;756
